customer_id,suspicious_activity
SYNCID0000012575,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012581,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012583,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012587,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012596,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012599,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012600,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012605,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012606,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012608,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012612,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012622,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012623,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012643,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012648,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012652,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012655,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012656,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012657,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012658,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012663,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012666,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012668,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012695,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012696,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012700,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012705,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012717,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012723,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012732,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012735,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012738,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012739,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012744,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012745,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012747,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012748,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012761,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012762,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012763,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012770,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012778,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012779,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012786,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012788,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012794,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012795,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012802,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012803,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012805,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012806,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012813,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012818,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012825,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012828,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012830,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012841,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012849,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012852,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012866,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012876,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012878,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012883,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012885,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012896,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012902,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012911,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012919,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012923,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012928,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012929,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012935,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000012950,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000012952,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012960,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012971,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012974,High Frequency Transactions: transaction_count > 224.00
SYNCID0000012984,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012996,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000012998,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013003,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013015,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013019,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013024,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013025,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013032,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013048,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013050,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013066,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013068,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013072,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013077,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013088,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013092,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013106,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013113,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013121,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013125,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013129,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013130,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013131,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013134,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013136,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013139,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013141,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013145,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013146,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013148,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013176,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013179,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013186,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013187,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013188,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013192,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013197,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013200,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013226,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013241,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013250,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013259,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013260,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013266,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013274,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013284,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013287,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013293,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013299,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013309,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013310,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013322,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013331,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013333,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013335,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013355,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013359,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013360,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013362,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013371,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013372,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013380,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013392,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013397,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013401,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013404,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013411,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013420,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013426,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013436,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013442,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013447,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013448,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013450,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013463,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013471,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013479,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013495,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013498,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013502,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013513,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013515,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013554,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013561,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013572,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013577,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013579,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013586,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013587,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013596,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013606,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013608,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013612,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013619,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | High-Risk Industry + Large Volume: industry_code in high_risk_industries & total_amount > 739379.64
SYNCID0000013620,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013621,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013632,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013634,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013643,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013652,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013653,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013659,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013660,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013661,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013664,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013681,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013716,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013719,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013722,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013723,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013724,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013729,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013732,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013744,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013757,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013760,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013770,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013785,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013799,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013801,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013812,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013829,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013830,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013838,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013839,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013843,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013845,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013854,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013867,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013870,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013922,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013923,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013925,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013933,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013939,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013950,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013953,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013955,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000013956,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013962,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013970,High Frequency Transactions: transaction_count > 224.00
SYNCID0000013973,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013984,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000013987,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000013995,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000014014,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000014018,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000014028,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014034,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014038,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014041,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014061,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014067,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014077,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014090,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000014092,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014111,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000014113,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000014116,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014119,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000014125,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014132,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014146,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014155,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014158,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014161,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000014178,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014183,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014186,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000014190,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000014191,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000014194,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000014197,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014201,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014228,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000014251,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014267,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014268,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014273,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000014280,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014297,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014302,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014306,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014308,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000014311,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000014319,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014326,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014335,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014346,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000014348,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000014351,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014363,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014370,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014384,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014385,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014386,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014392,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014416,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000014417,High Frequency Transactions: transaction_count > 224.00
SYNCID0000014429,High Frequency Transactions: transaction_count > 224.00
